刹车力度,油门力度,LapTime,电机功率,时速,image_name
0,100,00:00.17,938,213,2026-01-31_15-47-51_Front_frame_004841.jpg
0,100,00:00.23,934,217,2026-01-31_15-47-51_Front_frame_004842.jpg
0,100,00:00.23,934,217,2026-01-31_15-47-51_Front_frame_004843.jpg
0,100,00:00.28,934,217,2026-01-31_15-47-51_Front_frame_004844.jpg
0,100,00:00.31,934,217,2026-01-31_15-47-51_Front_frame_004845.jpg
0,100,00:00.35,936,217,2026-01-31_15-47-51_Front_frame_004846.jpg
0,100,00:00.37,936,217,2026-01-31_15-47-51_Front_frame_004847.jpg
0,100,00:00.44,936,217,2026-01-31_15-47-51_Front_frame_004848.jpg
0,100,00:00.44,936,217,2026-01-31_15-47-51_Front_frame_004849.jpg
0,100,00:00.54,936,221,2026-01-31_15-47-51_Front_frame_004850.jpg
0,100,00:00.55,936,221,2026-01-31_15-47-51_Front_frame_004851.jpg
0,100,00:00.58,936,221,2026-01-31_15-47-51_Front_frame_004852.jpg
0,100,00:00.58,936,221,2026-01-31_15-47-51_Front_frame_004853.jpg
0,100,00:00.64,936,221,2026-01-31_15-47-51_Front_frame_004854.jpg
0,100,00:00.65,936,221,2026-01-31_15-47-51_Front_frame_004855.jpg
0,100,00:00.68,936,224,2026-01-31_15-47-51_Front_frame_004856.jpg
0,100,00:00.70,936,224,2026-01-31_15-47-51_Front_frame_004857.jpg
0,100,00:00.76,933,224,2026-01-31_15-47-51_Front_frame_004858.jpg
0,100,00:00.77,933,224,2026-01-31_15-47-51_Front_frame_004859.jpg
0,100,00:00.83,933,224,2026-01-31_15-47-51_Front_frame_004860.jpg
0,100,00:00.86,930,224,2026-01-31_15-47-51_Front_frame_004861.jpg
0,100,00:00.90,930,228,2026-01-31_15-47-51_Front_frame_004862.jpg
0,100,00:00.90,930,228,2026-01-31_15-47-51_Front_frame_004863.jpg
0,100,00:00.96,925,228,2026-01-31_15-47-51_Front_frame_004864.jpg
0,100,00:00.98,925,228,2026-01-31_15-47-51_Front_frame_004865.jpg
0,100,00:01.04,918,228,2026-01-31_15-47-51_Front_frame_004866.jpg
0,100,00:01.04,918,228,2026-01-31_15-47-51_Front_frame_004867.jpg
0,100,00:01.10,918,228,2026-01-31_15-47-51_Front_frame_004868.jpg
0,100,00:01.11,918,228,2026-01-31_15-47-51_Front_frame_004869.jpg
0,100,00:01.20,913,231,2026-01-31_15-47-51_Front_frame_004870.jpg
0,100,00:01.21,913,231,2026-01-31_15-47-51_Front_frame_004871.jpg
0,100,00:01.22,913,231,2026-01-31_15-47-51_Front_frame_004872.jpg
0,100,00:01.28,918,231,2026-01-31_15-47-51_Front_frame_004873.jpg
0,100,00:01.28,918,231,2026-01-31_15-47-51_Front_frame_004874.jpg
0,100,00:01.33,918,231,2026-01-31_15-47-51_Front_frame_004875.jpg
0,100,00:01.36,916,234,2026-01-31_15-47-51_Front_frame_004876.jpg
0,100,00:01.39,916,234,2026-01-31_15-47-51_Front_frame_004877.jpg
0,100,00:01.41,916,234,2026-01-31_15-47-51_Front_frame_004878.jpg
0,100,00:01.47,920,234,2026-01-31_15-47-51_Front_frame_004879.jpg
0,100,00:01.47,920,234,2026-01-31_15-47-51_Front_frame_004880.jpg
0,100,00:01.53,911,234,2026-01-31_15-47-51_Front_frame_004881.jpg
0,100,00:01.55,911,234,2026-01-31_15-47-51_Front_frame_004882.jpg
0,100,00:01.61,911,237,2026-01-31_15-47-51_Front_frame_004883.jpg
0,100,00:01.61,911,237,2026-01-31_15-47-51_Front_frame_004884.jpg
0,100,00:01.66,909,237,2026-01-31_15-47-51_Front_frame_004885.jpg
0,100,00:01.68,305,237,2026-01-31_15-47-51_Front_frame_004886.jpg
0,100,00:01.74,305,237,2026-01-31_15-47-51_Front_frame_004887.jpg
0,100,00:01.75,904,237,2026-01-31_15-47-51_Front_frame_004888.jpg
0,100,00:01.78,904,241,2026-01-31_15-47-51_Front_frame_004889.jpg
0,100,00:01.80,904,241,2026-01-31_15-47-51_Front_frame_004890.jpg
0,100,00:01.88,392,241,2026-01-31_15-47-51_Front_frame_004891.jpg
0,100,00:01.88,392,241,2026-01-31_15-47-51_Front_frame_004892.jpg
0,100,00:01.93,302,241,2026-01-31_15-47-51_Front_frame_004893.jpg
0,100,00:01.93,302,241,2026-01-31_15-47-51_Front_frame_004894.jpg
0,100,00:02.01,302,243,2026-01-31_15-47-51_Front_frame_004895.jpg
0,100,00:02.03,302,243,2026-01-31_15-47-51_Front_frame_004896.jpg
0,100,00:02.08,301,243,2026-01-31_15-47-51_Front_frame_004897.jpg
0,100,00:02.08,301,243,2026-01-31_15-47-51_Front_frame_004898.jpg
0,100,00:02.14,301,243,2026-01-31_15-47-51_Front_frame_004899.jpg
0,100,00:02.14,301,243,2026-01-31_15-47-51_Front_frame_004900.jpg
0,100,00:02.22,392,247,2026-01-31_15-47-51_Front_frame_004901.jpg
0,100,00:02.26,394,247,2026-01-31_15-47-51_Front_frame_004902.jpg
0,100,00:02.28,394,247,2026-01-31_15-47-51_Front_frame_004903.jpg
0,100,00:02.28,394,247,2026-01-31_15-47-51_Front_frame_004904.jpg
0,100,00:02.34,389,247,2026-01-31_15-47-51_Front_frame_004905.jpg
0,100,00:02.34,389,247,2026-01-31_15-47-51_Front_frame_004906.jpg
0,100,00:02.40,389,247,2026-01-31_15-47-51_Front_frame_004907.jpg
0,100,00:02.40,389,247,2026-01-31_15-47-51_Front_frame_004908.jpg
0,100,00:02.45,391,245,2026-01-31_15-47-51_Front_frame_004909.jpg
0,100,00:02.47,391,245,2026-01-31_15-47-51_Front_frame_004910.jpg
0,100,00:02.54,391,245,2026-01-31_15-47-51_Front_frame_004911.jpg
0,100,00:02.54,391,245,2026-01-31_15-47-51_Front_frame_004912.jpg
0,100,00:02.61,387,245,2026-01-31_15-47-51_Front_frame_004913.jpg
0,100,00:02.61,387,245,2026-01-31_15-47-51_Front_frame_004914.jpg
0,100,00:02.67,378,252,2026-01-31_15-47-51_Front_frame_004915.jpg
0,100,00:02.67,379,252,2026-01-31_15-47-51_Front_frame_004916.jpg
0,100,00:02.72,379,252,2026-01-31_15-47-51_Front_frame_004917.jpg
0,100,00:02.76,381,252,2026-01-31_15-47-51_Front_frame_004918.jpg
0,100,00:02.81,381,252,2026-01-31_15-47-51_Front_frame_004919.jpg
0,100,00:02.81,381,252,2026-01-31_15-47-51_Front_frame_004920.jpg
0,100,00:02.88,877,252,2026-01-31_15-47-51_Front_frame_004921.jpg
0,100,00:02.89,377,255,2026-01-31_15-47-51_Front_frame_004922.jpg
0,100,00:02.93,380,255,2026-01-31_15-47-51_Front_frame_004923.jpg
0,100,00:02.95,380,255,2026-01-31_15-47-51_Front_frame_004924.jpg
0,95,00:03.01,380,255,2026-01-31_15-47-51_Front_frame_004925.jpg
0,95,00:03.01,380,255,2026-01-31_15-47-51_Front_frame_004926.jpg
0,21,00:03.08,385,255,2026-01-31_15-47-51_Front_frame_004927.jpg
0,21,00:03.08,385,255,2026-01-31_15-47-51_Front_frame_004928.jpg
0,0,00:03.14,385,257,2026-01-31_15-47-51_Front_frame_004929.jpg
0,0,00:03.14,385,257,2026-01-31_15-47-51_Front_frame_004930.jpg
0,0,00:03.20,383,257,2026-01-31_15-47-51_Front_frame_004931.jpg
0,0,00.03.20,383,257,2026-01-31_15-47-51_Front_frame_004932.jpg
0,0,00:03.28,375,257,2026-01-31_15-47-51_Front_frame_004933.jpg
0,0,00:03.29,375,257,2026-01-31_15-47-51_Front_frame_004934.jpg
4,0,00:03.33,375,256,2026-01-31_15-47-51_Front_frame_004935.jpg
4,0,00:03.34,375,256,2026-01-31_15-47-51_Front_frame_004936.jpg
8,0,00:03.43,,256,2026-01-31_15-47-51_Front_frame_004937.jpg
8,0,00:03.44,,256,2026-01-31_15-47-51_Front_frame_004938.jpg
9,0,00:03.47,,256,2026-01-31_15-47-51_Front_frame_004939.jpg
9,0,00:03.47,,256,2026-01-31_15-47-51_Front_frame_004940.jpg
15,0,00:03.53,0,256,2026-01-31_15-47-51_Front_frame_004941.jpg
15,0,00:03.54,0,256,2026-01-31_15-47-51_Front_frame_004942.jpg
21,0,00:03.60,0,254,2026-01-31_15-47-51_Front_frame_004943.jpg
21,0,00:03.60,0,254,2026-01-31_15-47-51_Front_frame_004944.jpg
31,0,00:03.66,0,254,2026-01-31_15-47-51_Front_frame_004945.jpg
31,0,00:03.68,0,254,2026-01-31_15-47-51_Front_frame_004946.jpg
36,0,00:03.72,0,254,2026-01-31_15-47-51_Front_frame_004947.jpg
39,0,00:03.76,,254,2026-01-31_15-47-51_Front_frame_004948.jpg
43,0,00:03.79,0,250,2026-01-31_15-47-51_Front_frame_004949.jpg
43,0,00:03.81,0,250,2026-01-31_15-47-51_Front_frame_004950.jpg
45,0,00:03.85,0,250,2026-01-31_15-47-51_Front_frame_004951.jpg
47,0,00:03.88,0,250,2026-01-31_15-47-51_Front_frame_004952.jpg
48,0,00:03.94,0,250,2026-01-31_15-47-51_Front_frame_004953.jpg
48,0,00:03.94,0,250,2026-01-31_15-47-51_Front_frame_004954.jpg
55,0,00:04.03,0,244,2026-01-31_15-47-51_Front_frame_004955.jpg
55,0,00:04.03,0,244,2026-01-31_15-47-51_Front_frame_004956.jpg
57,0,00:04.07,0,244,2026-01-31_15-47-51_Front_frame_004957.jpg
57,0,00:04.07,0,244,2026-01-31_15-47-51_Front_frame_004958.jpg
58,0,00:04.14,0,244,2026-01-31_15-47-51_Front_frame_004959.jpg
59,0,00:04.16,0,244,2026-01-31_15-47-51_Front_frame_004960.jpg
59,0,00:04.20,0,233,2026-01-31_15-47-51_Front_frame_004961.jpg
59,0,00:04.20,0,233,2026-01-31_15-47-51_Front_frame_004962.jpg
59,0,00:04.26,0,233,2026-01-31_15-47-51_Front_frame_004963.jpg
59,0,00:04.28,0,233,2026-01-31_15-47-51_Front_frame_004964.jpg
59,0,00:04.32,0,233,2026-01-31_15-47-51_Front_frame_004965.jpg
59,0,00:04.34,0,233,2026-01-31_15-47-51_Front_frame_004966.jpg
59,0,00:04.39,0,233,2026-01-31_15-47-51_Front_frame_004967.jpg
58,0,00:04.41,0,224,2026-01-31_15-47-51_Front_frame_004968.jpg
58,0,00:04.47,0,224,2026-01-31_15-47-51_Front_frame_004969.jpg
58,0,00:04.47,0,224,2026-01-31_15-47-51_Front_frame_004970.jpg
58,0,00:04.53,0,224,2026-01-31_15-47-51_Front_frame_004971.jpg
58,0,00:04.54,0,224,2026-01-31_15-47-51_Front_frame_004972.jpg
58,0,00:04.61,0,224,2026-01-31_15-47-51_Front_frame_004973.jpg
58,0,00:04.61,0,224,2026-01-31_15-47-51_Front_frame_004974.jpg
57,0,00:04.68,0,217,2026-01-31_15-47-51_Front_frame_004975.jpg
57,0,00:04.70,0,217,2026-01-31_15-47-51_Front_frame_004976.jpg
56,0,00:04.78,0,217,2026-01-31_15-47-51_Front_frame_004977.jpg
56,0,00:04.78,0,217,2026-01-31_15-47-51_Front_frame_004978.jpg
56,0,00:04.80,0,217,2026-01-31_15-47-51_Front_frame_004979.jpg
56,0,00:04.80,0,217,2026-01-31_15-47-51_Front_frame_004980.jpg
54,0,00:04.88,0,205,2026-01-31_15-47-51_Front_frame_004981.jpg
54,0,00:04.89,0,205,2026-01-31_15-47-51_Front_frame_004982.jpg
54,0,00:04.91,0,205,2026-01-31_15-47-51_Front_frame_004983.jpg
54,0,00:04.94,0,205,2026-01-31_15-47-51_Front_frame_004984.jpg
54,0,00:05.00,0,205,2026-01-31_15-47-51_Front_frame_004985.jpg
54,0,00:05.00,0,205,2026-01-31_15-47-51_Front_frame_004986.jpg
53,0,00:05.05,0,205,2026-01-31_15-47-51_Front_frame_004987.jpg
53,0,00:05.07,0,205,2026-01-31_15-47-51_Front_frame_004988.jpg
53,0,00:05.11,0,200,2026-01-31_15-47-51_Front_frame_004989.jpg
53,0,00:05.13,0,200,2026-01-31_15-47-51_Front_frame_004990.jpg
53,0,00:05.21,0,200,2026-01-31_15-47-51_Front_frame_004991.jpg
53,0,00:05.21,0,200,2026-01-31_15-47-51_Front_frame_004992.jpg
52,0,00:05.26,0,200,2026-01-31_15-47-51_Front_frame_004993.jpg
51,0,00:05.28,0,200,2026-01-31_15-47-51_Front_frame_004994.jpg
50,0,00:05.32,0,194,2026-01-31_15-47-51_Front_frame_004995.jpg
48,0,00:05.36,0,194,2026-01-31_15-47-51_Front_frame_004996.jpg
46,0,00:05.43,0,194,2026-01-31_15-47-51_Front_frame_004997.jpg
46,0,00:05.45,,194,2026-01-31_15-47-51_Front_frame_004998.jpg
45,0,00:05.47,,194,2026-01-31_15-47-51_Front_frame_004999.jpg
45,0,00:05.47,0,194,2026-01-31_15-47-51_Front_frame_005000.jpg
45,0,00:05.53,0,189,2026-01-31_15-47-51_Front_frame_005001.jpg
45,0,00:05.55,0,189,2026-01-31_15-47-51_Front_frame_005002.jpg
45,0,00:05.61,0,189,2026-01-31_15-47-51_Front_frame_005003.jpg
45,0,00:05.61,0,189,2026-01-31_15-47-51_Front_frame_005004.jpg
44,0,00:05.68,0,189,2026-01-31_15-47-51_Front_frame_005005.jpg
44,0,00:05.68,0,189,2026-01-31_15-47-51_Front_frame_005006.jpg
42,0,00:05.72,0,189,2026-01-31_15-47-51_Front_frame_005007.jpg
42,0,00:05.74,0,189,2026-01-31_15-47-51_Front_frame_005008.jpg
38,0,00:05.80,0,184,2026-01-31_15-47-51_Front_frame_005009.jpg
38,0,00:05.82,0,184,2026-01-31_15-47-51_Front_frame_005010.jpg
36,0,00:05.88,0,184,2026-01-31_15-47-51_Front_frame_005011.jpg
36,0,00:05.88,0,184,2026-01-31_15-47-51_Front_frame_005012.jpg
35,0,00:05.94,0,184,2026-01-31_15-47-51_Front_frame_005013.jpg
35,0,00:05.95,0,184,2026-01-31_15-47-51_Front_frame_005014.jpg
35,0,00:06.00,0,180,2026-01-31_15-47-51_Front_frame_005015.jpg
35,0,00:06.00,0,180,2026-01-31_15-47-51_Front_frame_005016.jpg
35,0,00:06.07,0,180,2026-01-31_15-47-51_Front_frame_005017.jpg
35,0,00:06.07,0,180,2026-01-31_15-47-51_Front_frame_005018.jpg
34,0,00:06.14,0,180,2026-01-31_15-47-51_Front_frame_005019.jpg
32,0,00:06.16,0,180,2026-01-31_15-47-51_Front_frame_005020.jpg
30,0,00:06.24,0,177,2026-01-31_15-47-51_Front_frame_005021.jpg
30,0,00:06.24,0,177,2026-01-31_15-47-51_Front_frame_005022.jpg
29,0,00:06.26,0,177,2026-01-31_15-47-51_Front_frame_005023.jpg
29,0,00:06.27,0,177,2026-01-31_15-47-51_Front_frame_005024.jpg
29,0,00:06.33,0,177,2026-01-31_15-47-51_Front_frame_005025.jpg
28,0,00:06.34,0,177,2026-01-31_15-47-51_Front_frame_005026.jpg
28,0,00:06.39,0,174,2026-01-31_15-47-51_Front_frame_005027.jpg
28,0,00:06.43,0,174,2026-01-31_15-47-51_Front_frame_005028.jpg
29,0,00:06.47,0,174,2026-01-31_15-47-51_Front_frame_005029.jpg
29,0,00:06.47,0,174,2026-01-31_15-47-51_Front_frame_005030.jpg
29,0,00:06.53,0,174,2026-01-31_15-47-51_Front_frame_005031.jpg
30,0,00:06.55,0,174,2026-01-31_15-47-51_Front_frame_005032.jpg
33,0,00:06.61,0,174,2026-01-31_15-47-51_Front_frame_005033.jpg
35,0,00:06.64,0,171,2026-01-31_15-47-51_Front_frame_005034.jpg
38,0,00:06.67,0,171,2026-01-31_15-47-51_Front_frame_005035.jpg
38,0,00:06.69,0,171,2026-01-31_15-47-51_Front_frame_005036.jpg
39,0,00:06.72,0,171,2026-01-31_15-47-51_Front_frame_005037.jpg
39,0,00:06.76,0,171,2026-01-31_15-47-51_Front_frame_005038.jpg
39,0,00:06.78,0,171,2026-01-31_15-47-51_Front_frame_005039.jpg
39,0,00:06.80,0,171,2026-01-31_15-47-51_Front_frame_005040.jpg
38,0,00:06.86,0,167,2026-01-31_15-47-51_Front_frame_005041.jpg
38,0,00:06.86,0,167,2026-01-31_15-47-51_Front_frame_005042.jpg
38,0,00:06.94,0,167,2026-01-31_15-47-51_Front_frame_005043.jpg
38,0,00:06.95,0,167,2026-01-31_15-47-51_Front_frame_005044.jpg
38,0,00:06.99,0,167,2026-01-31_15-47-51_Front_frame_005045.jpg
38,0,00:07.01,0,167,2026-01-31_15-47-51_Front_frame_005046.jpg
37,0,00:07.07,0,164,2026-01-31_15-47-51_Front_frame_005047.jpg
37,0,00:07.07,0,164,2026-01-31_15-47-51_Front_frame_005048.jpg
36,0,00:07.14,0,164,2026-01-31_15-47-51_Front_frame_005049.jpg
36,0,00:07.16,0,164,2026-01-31_15-47-51_Front_frame_005050.jpg
36,0,00:07.21,0,164,2026-01-31_15-47-51_Front_frame_005051.jpg
36,0,00:07.21,0,164,2026-01-31_15-47-51_Front_frame_005052.jpg
36,0,00:07.26,0,164,2026-01-31_15-47-51_Front_frame_005053.jpg
36,0,00:07.26,0,164,2026-01-31_15-47-51_Front_frame_005054.jpg
36,0,00:07.34,0,160,2026-01-31_15-47-51_Front_frame_005055.jpg
36,0,00:07.34,0,160,2026-01-31_15-47-51_Front_frame_005056.jpg
36,0,00:07.41,0,160,2026-01-31_15-47-51_Front_frame_005057.jpg
36,0,00:07.41,0,160,2026-01-31_15-47-51_Front_frame_005058.jpg
37,0,00:07.45,0,160,2026-01-31_15-47-51_Front_frame_005059.jpg
38,0,00:07.49,0,160,2026-01-31_15-47-51_Front_frame_005060.jpg
38,0,00:07.53,0,157,2026-01-31_15-47-51_Front_frame_005061.jpg
38,0,00:07.53,0,157,2026-01-31_15-47-51_Front_frame_005062.jpg
39,0,00:07.61,0,157,2026-01-31_15-47-51_Front_frame_005063.jpg
39,0,00:07.61,0,157,2026-01-31_15-47-51_Front_frame_005064.jpg
39,0,00:07.68,0,157,2026-01-31_15-47-51_Front_frame_005065.jpg
39,0,00:07.68,0,157,2026-01-31_15-47-51_Front_frame_005066.jpg
40,0,00:07.74,0,153,2026-01-31_15-47-51_Front_frame_005067.jpg
40,0,00:07.74,0,153,2026-01-31_15-47-51_Front_frame_005068.jpg
40,0,00:07.80,0,153,2026-01-31_15-47-51_Front_frame_005069.jpg
41,0,00:07.83,0,153,2026-01-31_15-47-51_Front_frame_005070.jpg
41,0,00:07.88,0,153,2026-01-31_15-47-51_Front_frame_005071.jpg
41,0,00:07.89,0,153,2026-01-31_15-47-51_Front_frame_005072.jpg
43,0,00:07.93,0,153,2026-01-31_15-47-51_Front_frame_005073.jpg
43,0,00:07.93,0,153,2026-01-31_15-47-51_Front_frame_005074.jpg
45,0,00:08.00,0,148,2026-01-31_15-47-51_Front_frame_005075.jpg
45,0,00:08.00,0,148,2026-01-31_15-47-51_Front_frame_005076.jpg
47,0,00:08.06,0,148,2026-01-31_15-47-51_Front_frame_005077.jpg
48,0,00:08.06,0,148,2026-01-31_15-47-51_Front_frame_005078.jpg
49,0,00:08.14,0,148,2026-01-31_15-47-51_Front_frame_005079.jpg
49,0,00:08.17,0,143,2026-01-31_15-47-51_Front_frame_005080.jpg
49,0,00:08.20,0,143,2026-01-31_15-47-51_Front_frame_005081.jpg
49,0,00:08.22,0,143,2026-01-31_15-47-51_Front_frame_005082.jpg
49,0,00:08.27,0,143,2026-01-31_15-47-51_Front_frame_005083.jpg
49,0,00:08.27,0,143,2026-01-31_15-47-51_Front_frame_005084.jpg
49,0,00:08.34,0,143,2026-01-31_15-47-51_Front_frame_005085.jpg
49,0,00:08.34,0,143,2026-01-31_15-47-51_Front_frame_005086.jpg
50,0,00:08.44,0,137,2026-01-31_15-47-51_Front_frame_005087.jpg
50,0,00:08.44,0,137,2026-01-31_15-47-51_Front_frame_005088.jpg
51,0,00:08.45,0,137,2026-01-31_15-47-51_Front_frame_005089.jpg
51,0,00:08.48,0,137,2026-01-31_15-47-51_Front_frame_005090.jpg
51,0,00:08.53,0,137,2026-01-31_15-47-51_Front_frame_005091.jpg
51,0,00:08.56,0,137,2026-01-31_15-47-51_Front_frame_005092.jpg
50,0,00:08.59,0,137,2026-01-31_15-47-51_Front_frame_005093.jpg
50,0,00:08.60,0,130,2026-01-31_15-47-51_Front_frame_005094.jpg
49,0,00:08.66,0,130,2026-01-31_15-47-51_Front_frame_005095.jpg
49,0,00:08.68,0,130,2026-01-31_15-47-51_Front_frame_005096.jpg
47,0,00:08.74,0,130,2026-01-31_15-47-51_Front_frame_005097.jpg
47,0,00:08.74,0,130,2026-01-31_15-47-51_Front_frame_005098.jpg
45,0,00:08.78,0,130,2026-01-31_15-47-51_Front_frame_005099.jpg
45,0,00:08.82,0,125,2026-01-31_15-47-51_Front_frame_005100.jpg
45,0,00:08.88,0,125,2026-01-31_15-47-51_Front_frame_005101.jpg
45,0,00:08.89,0,125,2026-01-31_15-47-51_Front_frame_005102.jpg
45,0,00:08.94,0,125,2026-01-31_15-47-51_Front_frame_005103.jpg
45,0,00:08.94,0,125,2026-01-31_15-47-51_Front_frame_005104.jpg
45,0,00:09.01,0,125,2026-01-31_15-47-51_Front_frame_005105.jpg
45,0,00:09.01,0,125,2026-01-31_15-47-51_Front_frame_005106.jpg
45,0,00:09.06,0,120,2026-01-31_15-47-51_Front_frame_005107.jpg
44,0,00:09.06,0,120,2026-01-31_15-47-51_Front_frame_005108.jpg
44,0,00:09.11,0,120,2026-01-31_15-47-51_Front_frame_005109.jpg
44,0,00:09.13,0,120,2026-01-31_15-47-51_Front_frame_005110.jpg
43,0,00:09.20,0,120,2026-01-31_15-47-51_Front_frame_005111.jpg
42,0,00:09.23,0,120,2026-01-31_15-47-51_Front_frame_005112.jpg
41,0,00:09.28,0,115,2026-01-31_15-47-51_Front_frame_005113.jpg
41,0,00:09.28,0,115,2026-01-31_15-47-51_Front_frame_005114.jpg
40,0,00:09.32,0,115,2026-01-31_15-47-51_Front_frame_005115.jpg
40,0,00:09.36,0,115,2026-01-31_15-47-51_Front_frame_005116.jpg
40,0,00:09.44,0,115,2026-01-31_15-47-51_Front_frame_005117.jpg
40,0,00:09.44,0,115,2026-01-31_15-47-51_Front_frame_005118.jpg
40,0,00:09.45,0,115,2026-01-31_15-47-51_Front_frame_005119.jpg
40,0,00:09.48,0,115,2026-01-31_15-47-51_Front_frame_005120.jpg
40,0,00:09.53,0,111,2026-01-31_15-47-51_Front_frame_005121.jpg
40,0,00:09.56,0,111,2026-01-31_15-47-51_Front_frame_005122.jpg
40,0,00:09.60,0,111,2026-01-31_15-47-51_Front_frame_005123.jpg
40,0,00:09.60,0,111,2026-01-31_15-47-51_Front_frame_005124.jpg
40,0,00:09.65,0,111,2026-01-31_15-47-51_Front_frame_005125.jpg
40,0,00:09.69,0,111,2026-01-31_15-47-51_Front_frame_005126.jpg
40,0,00:09.74,0,107,2026-01-31_15-47-51_Front_frame_005127.jpg
40,0,00:09.75,0,107,2026-01-31_15-47-51_Front_frame_005128.jpg
36,0,00:09.80,0,107,2026-01-31_15-47-51_Front_frame_005129.jpg
36,0,00:09.80,0,107,2026-01-31_15-47-51_Front_frame_005130.jpg
34,0,00:09.88,0,107,2026-01-31_15-47-51_Front_frame_005131.jpg
30,0,00:09.90,0,107,2026-01-31_15-47-51_Front_frame_005132.jpg
27,0,00:09.94,0,103,2026-01-31_15-47-51_Front_frame_005133.jpg
25,0,00:09.95,0,103,2026-01-31_15-47-51_Front_frame_005134.jpg
25,0,00:10.02,0,103,2026-01-31_15-47-51_Front_frame_005135.jpg
25,0,00:10.02,0,103,2026-01-31_15-47-51_Front_frame_005136.jpg
25,0,00:10.07,0,103,2026-01-31_15-47-51_Front_frame_005137.jpg
25,0,00:10.07,0,103,2026-01-31_15-47-51_Front_frame_005138.jpg
26,0,00:10.13,0,103,2026-01-31_15-47-51_Front_frame_005139.jpg
26,0,00:10.14,0,101,2026-01-31_15-47-51_Front_frame_005140.jpg
28,0,00:10.20,0,101,2026-01-31_15-47-51_Front_frame_005141.jpg
28,0,00:10.20,0,101,2026-01-31_15-47-51_Front_frame_005142.jpg
29,0,00:10.26,0,101,2026-01-31_15-47-51_Front_frame_005143.jpg
29,0,00:10.28,0,101,2026-01-31_15-47-51_Front_frame_005144.jpg
32,0,00:10.34,0,101,2026-01-31_15-47-51_Front_frame_005145.jpg
32,0,00:10.34,0,101,2026-01-31_15-47-51_Front_frame_005146.jpg
35,0,00:10.40,0,99,2026-01-31_15-47-51_Front_frame_005147.jpg
35,0,00:10.40,0,99,2026-01-31_15-47-51_Front_frame_005148.jpg
35,0,00:10.47,0,99,2026-01-31_15-47-51_Front_frame_005149.jpg
35,0,00:10.47,0,99,2026-01-31_15-47-51_Front_frame_005150.jpg
36,0,00:10.54,0,99,2026-01-31_15-47-51_Front_frame_005151.jpg
36,0,00:10.54,0,99,2026-01-31_15-47-51_Front_frame_005152.jpg
36,0,00:10.61,0,95,2026-01-31_15-47-51_Front_frame_005153.jpg
36,0,00:10.61,0,95,2026-01-31_15-47-51_Front_frame_005154.jpg
36,0,00:10.68,0,95,2026-01-31_15-47-51_Front_frame_005155.jpg
36,0,00:10.68,0,95,2026-01-31_15-47-51_Front_frame_005156.jpg
36,0,00:10.76,0,95,2026-01-31_15-47-51_Front_frame_005157.jpg
36,0,00:10.76,0,95,2026-01-31_15-47-51_Front_frame_005158.jpg
36,0,00:10.82,0,91,2026-01-31_15-47-51_Front_frame_005159.jpg
36,0,00:10.83,0,91,2026-01-31_15-47-51_Front_frame_005160.jpg
36,0,00:10.88,0,91,2026-01-31_15-47-51_Front_frame_005161.jpg
36,0,00:10.88,0,91,2026-01-31_15-47-51_Front_frame_005162.jpg
36,0,00:10.94,0,91,2026-01-31_15-47-51_Front_frame_005163.jpg
36,0,00:10.94,0,91,2026-01-31_15-47-51_Front_frame_005164.jpg
35,0,00:11.01,0,91,2026-01-31_15-47-51_Front_frame_005165.jpg
35,0,00:11.02,0,88,2026-01-31_15-47-51_Front_frame_005166.jpg
36,0,00:11.06,0,88,2026-01-31_15-47-51_Front_frame_005167.jpg
36,0,00:11.06,0,88,2026-01-31_15-47-51_Front_frame_005168.jpg
35,0,00:11.14,0,88,2026-01-31_15-47-51_Front_frame_005169.jpg
35,0,00:11.15,0,88,2026-01-31_15-47-51_Front_frame_005170.jpg
35,0,00:11.21,0,88,2026-01-31_15-47-51_Front_frame_005171.jpg
35,0,00:11.23,0,88,2026-01-31_15-47-51_Front_frame_005172.jpg
36,0,00:11.27,0,84,2026-01-31_15-47-51_Front_frame_005173.jpg
36,0,00:11.27,0,84,2026-01-31_15-47-51_Front_frame_005174.jpg
36,0,00:11.32,0,84,2026-01-31_15-47-51_Front_frame_005175.jpg
36,0,00:11.34,0,84,2026-01-31_15-47-51_Front_frame_005176.jpg
36,0,00:11.44,0,84,2026-01-31_15-47-51_Front_frame_005177.jpg
36,0,00:11.44,,84,2026-01-31_15-47-51_Front_frame_005178.jpg
36,0,00:11.48,0,81,2026-01-31_15-47-51_Front_frame_005179.jpg
36,0,00:11.48,0,81,2026-01-31_15-47-51_Front_frame_005180.jpg
35,0,00:11.53,0,81,2026-01-31_15-47-51_Front_frame_005181.jpg
35,0,00:11.53,,81,2026-01-31_15-47-51_Front_frame_005182.jpg
35,0,00:11.59,0,81,2026-01-31_15-47-51_Front_frame_005183.jpg
34,0,00:11.61,0,81,2026-01-31_15-47-51_Front_frame_005184.jpg
34,0,00:11.68,0,81,2026-01-31_15-47-51_Front_frame_005185.jpg
34,0,00:11.68,0,81,2026-01-31_15-47-51_Front_frame_005186.jpg
32,0,00:11.72,0,78,2026-01-31_15-47-51_Front_frame_005187.jpg
32,0,00:11.74,0,78,2026-01-31_15-47-51_Front_frame_005188.jpg
32,0,00:11.79,0,78,2026-01-31_15-47-51_Front_frame_005189.jpg
